# x,y,a,r,L,detection_count
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000
149.185390,134.384201,3.349895,1.469094,1.000000,-104897.899083,1.000000
118.595103,153.781918,2.302801,1.490688,1.000000,-104888.257576,1.000000
20.650858,69.537475,4.843494,5.929900,1.000000,-104720.868553,1.000000
116.364260,14.464205,4.378266,9.769942,1.000000,-103996.615784,1.000000
13.249918,69.499138,7.283663,2.487574,1.000000,-104373.053895,1.000000
178.056940,97.216851,1.837140,2.745563,1.000000,-104915.796891,1.000000
181.417045,46.538903,4.934442,1.319186,1.000000,-104909.517072,1.000000
139.922322,111.900507,1.200331,3.080121,1.000000,-104894.732018,1.000000
133.717256,58.899050,1.461400,2.093832,1.000000,-104902.184971,1.000000
31.958614,55.747598,2.058349,5.179251,1.000000,-104884.337597,1.000000
16.378818,71.498889,7.703649,3.390035,1.000000,-104379.211077,1.000000
146.086017,40.455985,2.105573,1.424099,1.000000,-104897.677734,1.000000
129.673655,104.011351,2.236744,1.045009,1.000000,-104893.282475,1.000000
126.111629,98.946847,1.571435,2.607208,1.000000,-104914.652450,1.000000
70.280470,24.522147,1.035633,7.720066,1.000000,-104923.118640,1.000000
148.551614,149.006393,1.163326,2.344799,1.000000,-104896.659597,1.000000
102.236324,14.660440,8.344533,8.444685,1.000000,-102239.880968,1.000000
185.107256,119.041771,1.614870,1.788451,1.000000,-104894.885846,1.000000
72.220033,121.527039,1.375686,1.572973,1.000000,-104895.703111,1.000000
148.488724,57.327447,1.052065,5.952633,1.000000,-104888.479879,1.000000
70.583576,147.303639,3.079353,2.344012,1.000000,-104879.983368,1.000000
99.067537,23.827598,7.755800,8.094801,0.000000,-102006.513399,1.000000
99.067537,23.827598,7.755800,8.094801,1.000000,-102006.513399,1.000000
139.110681,150.190252,2.331616,2.476300,1.000000,-104892.807993,1.000000
101.497562,21.894802,11.110169,7.698236,1.000000,-101712.320774,1.000000
18.607765,61.161567,1.007499,9.914821,2.000000,-104750.740342,1.000000
11.145339,66.283838,3.479330,7.930012,2.000000,-104515.714892,1.000000
98.062391,20.384207,8.736332,8.543182,0.000000,-101699.132503,1.000000
98.062391,20.384207,8.736332,8.543182,1.000000,-101699.132503,1.000000
89.410126,79.064510,1.501511,2.689837,1.000000,-104896.493117,1.000000
73.706902,14.989285,1.157609,4.998080,1.000000,-104901.090819,1.000000
99.483932,21.332888,9.883491,8.138289,1.000000,-101613.857521,1.000000
103.451027,130.430517,1.153230,2.240331,1.000000,-104902.507246,1.000000
156.157723,10.113854,1.957693,5.872490,1.000000,-104866.567069,1.000000
29.164324,90.538229,2.691934,1.590364,1.000000,-104897.858628,1.000000
75.237222,137.968043,4.926500,1.782689,1.000000,-104914.947223,1.000000
